,name,wine_url,productVarietal,productStock,productRegion,productPrice,productOrigin,productID,productCompetitiveIntensity,ProductAvailability,pProductID,description,pageName,shippingRegion,shipToState,priceCurrency,price,averageRating_bestRating,averageRating_worstRating,bestRating,worstRating,additionalType,uploadDate,prodAlcoholVolume_text,prodAlcoholPercent_percent,JS,WS,WW,D,BH,W&S,WE,RP,JD,SJ,V,CG,TP
w489,Grove Mill Winery Image,https://www.wine.com/product/product/grove-mill-sauvignon-blanc-2022/1258562,Sauvignon Blanc,72,Marlborough,$15.99,"Marlborough, New Zealand",1258562,C/I: Popular,In Stock,PIN567424_2022,"The southern bell frog, for which they established a wetland, symbolizes Grove Mill's commitment to sustainable winemaking.",Wine:Product Detail:Grove Mill Sauvignon Blanc 2022,NY,PA,USD,15.99,5,1,,,winery-image,2019-09-09T21:59:08+0000,750,12,91.0,90,,,,,,,,,,,
w490,Alphonse Mellot Winery Image,https://www.wine.com/product/product/alphonse-mellot-satellite-sancerre-blanc-2020/820989,Sauvignon Blanc,19,Sancerre,$79.99,"Sancerre, Loire, France",820989,C/I: Long Tail,In Stock,MSE446143_2020,Alphonse Mellot Winery Image,Wine:Product Detail:Alphonse Mellot Satellite Sancerre Blanc 2020,NY,PA,USD,79.99,5,1,,,winery-image,2018-02-01T23:41:31+0000,750,13,,91,,,,,93,92,,,,,
w491,Chateau La Mondotte Winery Image,https://www.wine.com/product/product/chateau-la-mondotte-2017/422765,Bordeaux Red Blends,5,St. Emilion,$199.99,"St. Emilion, Bordeaux, France",422765,C/I: Luxury BDX,In Stock,BTY422765_2017,Chateau La Mondotte Winery Image,Wine:Product Detail:Chateau La Mondotte 2017,NY,PA,USD,199.99,5,1,,,winery-image,2018-02-01T23:41:37+0000,750,14,97.0,97,,,,,95,96,95,,,,
w492, Entrée Crayère From Bouteille,https://www.wine.com/product/product/charles-heidsieck-brut-reserve/120428,Non-Vintage Sparkling Wine,2431,Champagne,$68.99,"Champagne, France",120428,C/I: Popular,In Stock,TON13690_NV_6PK_0,Charles Heidsieck  Entrée Crayère From Bouteille Winery Image,Wine:Product Detail:Charles Heidsieck Brut Reserve,NY,PA,USD,68.99,5,1,5,1,winery-image,2020-03-24T01:02:21+0000,750,12,94.0,92,,,,,,92,92,,,,
w493,Beehives,https://www.wine.com/product/product/bollinger-brut-rose/105905,Sparkling Rosé,12,Champagne,$134.99,"Champagne, France",105905,C/I: Popular,In Stock,VNT047002NV_03_0,Bollinger was the first House in Champagne to receive sustainable certification.,Wine:Product Detail:Bollinger Brut Rose,NY,PA,USD,134.99,5,1,5,1,winery-image,2018-04-19T18:02:16+0000,750,12,93.0,93,,,,92,,92,92,,,,
w494,Lucien Le Moine Barrel Room,https://www.wine.com/product/product/lucien-le-moine-chambolle-musigny-les-feusselottes-premer-cru-2018/1223608,Pinot Noir,6,Chambolle-Musigny,$209.99,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",1223608,C/I: Long Tail,In Stock,VNT0280960018_03_2018,Lucien Le Moine Lucien Le Moine Barrel Room Winery Image,Wine:Product Detail:Lucien Le Moine Chambolle-Musigny Les Feusselottes Premer Cru 2018,NY,PA,USD,209.99,5,1,,,winery-image,2020-09-17T17:53:37+0000,750,0,,94,,,,,,,,,,,
w495,Pursued by Bear Winery Image,https://www.wine.com/product/product/pursued-by-bear-cabernet-sauvignon-2018/877844,Cabernet Sauvignon,45,Columbia Valley,$79.99,"Columbia Valley, Washington",877844,C/I: Long Tail,In Stock,REG695010718_2018,Pursued by Bear Winery Image,Wine:Product Detail:Pursued by Bear Cabernet Sauvignon 2018,NY,PA,USD,79.99,5,1,,,winery-image,2018-02-01T23:41:12+0000,750,14.2,93.0,92,,,,,93,91,94,,,,
w496,The cellars of Champagne Louis Roederer,https://www.wine.com/product/product/louis-roederer-brut-nature-philippe-starck-label-2015/1172571,Vintage Sparkling Wine,7,Champagne,$119.99,"Champagne, France",1172571,C/I: Exception,In Stock,CGM52961_2015,Louis Roederer The cellars of Champagne Louis Roederer Winery Image,Wine:Product Detail:Louis Roederer Brut Nature Philippe Starck Label 2015,NY,PA,USD,119.99,5,1,,,winery-image,2018-06-11T22:06:05+0000,750,12.5,95.0,93,,,,93,,94,95,,,,
w497,Marietta Cellars Winery Video,https://www.wine.com/product/product/marietta-cellars-angeli-estate-zinfandel-2019/763163,Zinfandel,36,Alexander Valley,$46.99,"Alexander Valley, Sonoma County, California",763163,C/I: Long Tail,In Stock,VNT0850200019_03_2019,Marietta Cellars Winery Video,Wine:Product Detail:Marietta Cellars Angeli Estate Zinfandel 2019,NY,PA,USD,46.99,5,1,5,1,winery-video,2020-04-10T18:26:23+0000,750,14.8,95.0,93,,,,,,95,,,,,
w498,Map of Lapostolle Vineyards,https://www.wine.com/product/product/lapostolle-cuvee-alexandre-cabernet-sauvignon-2021/1274121,Cabernet Sauvignon,748,Colchagua Valley,$23.99,"Colchagua Valley, Rapel Valley, Chile",1274121,C/I: Exception,In Stock,WBO30307093_2021,Lapostolle Map of Lapostolle Vineyards Winery Image,Wine:Product Detail:Lapostolle Cuvee Alexandre Cabernet Sauvignon 2021,NY,PA,USD,23.99,5,1,,,winery-image,2019-03-21T19:43:29+0000,750,14.5,94.0,89,,,,,,90,,,,,
w499,Tolaini  Winery Image,https://www.wine.com/product/product/tolaini-al-passo-toscana-2019/1058203,Tuscan Blends,296,Tuscany,$21.99,"Tuscany, Italy",1058203,C/I: Long Tail,In Stock,BJWBJ06027_2019,Tolaini  Winery Image,Wine:Product Detail:Tolaini Al Passo Toscana 2019,NY,PA,USD,21.99,5,1,5,1,winery-image,2020-02-25T18:52:29+0000,750,14.5,93.0,91,,,,,,92,,,,,
w500,Domaine du Vieux Lazaret Winery Image,https://www.wine.com/product/product/domaine-du-vieux-lazaret-chateauneuf-du-pape-blanc-2021/1224648,Rhone White Blends,109,Chateauneuf-du-Pape,$46.99,"Chateauneuf-du-Pape, Rhone, France",1224648,C/I: Long Tail,In Stock,OPI48056_2021,Domaine du Vieux Lazaret Winery Image,Wine:Product Detail:Domaine du Vieux Lazaret Chateauneuf-du-Pape Blanc 2021,NY,PA,USD,46.99,5,1,,,winery-image,2018-02-01T23:41:51+0000,750,0,,91,,,,,,,,,,,
w501,Le Chiuse Winery Image,https://www.wine.com/product/product/le-chiuse-brunello-di-montalcino-2018/905260,Sangiovese,9,Montalcino,$124.99,"Montalcino, Tuscany, Italy",905260,C/I: Long Tail,In Stock,WLD20104_2018,Le Chiuse Winery Image,Wine:Product Detail:Le Chiuse Brunello di Montalcino 2018,NY,PA,USD,124.99,5,1,,,winery-image,2018-02-01T23:41:29+0000,750,0,94.0,94,,,,,,94,97,,,,
w502,Terroir,https://www.wine.com/product/product/chateau-de-nalys-chateauneuf-du-pape-grand-vin-2018/837568,Rhone Red Blends,45,Chateauneuf-du-Pape,$124.99,"Chateauneuf-du-Pape, Rhone, France",837568,C/I: Long Tail,In Stock,VNT0610010018_04_2018,Chateau de Nalys Terroir Winery Image,Wine:Product Detail:Chateau de Nalys Chateauneuf-du-Pape Grand Vin 2018,NY,PA,USD,124.99,5,1,,,winery-image,2018-11-29T01:35:50+0000,750,15.5,94.0,95,,,,95,97,93,93,,,,
w503,2018 Barolo Mosconi,https://www.wine.com/product/product/e-pira-e-figli-barolo-mosconi-2018/1109360,Nebbiolo,22,Barolo,$124.99,"Barolo, Piedmont, Italy",1109360,C/I: Long Tail,In Stock,SKRITPCB2218_2018,"E. Pira e Figli Barolo Mosconi 2018 from Barolo, Piedmont, Italy - The most recently acquired parcel, the famous Mosconi Cru in Monforte d'Alba was purchased in 2009. The vineyard's particular heavy clay soil (in some areas cal...",Wine:Product Detail:E. Pira e Figli Barolo Mosconi 2018,NY,PA,USD,124.99,5,1,,,,,750,14.5,94.0,95,,95,,,,96,,,,,
w504,Chateau Batailley Winery Image,https://www.wine.com/product/product/chateau-batailley-2016/1184133,Bordeaux Red Blends,68,Pauillac,$135.99,"Pauillac, Bordeaux, France",1184133,C/I: Luxury BDX,In Stock,WBO30261421_2016,Chateau Batailley Winery Image,Wine:Product Detail:Chateau Batailley 2016,NY,PA,USD,135.99,5,1,,,winery-image,2018-02-01T23:41:50+0000,750,13,96.0,93,,93,,,,95,90,,,,
w505,Cru Ravera Vineyard Map,https://www.wine.com/product/product/elvio-cogno-ravera-barolo-2018/1099179,Nebbiolo,94,Barolo,$119.99,"Barolo, Piedmont, Italy",1099179,C/I: Long Tail,In Stock,WDW10000240252418_2018,Elvio Cogno Cru Ravera Vineyard Map Winery Image,Wine:Product Detail:Elvio Cogno Ravera Barolo 2018,NY,PA,USD,119.99,5,1,,,winery-image,2020-04-24T21:30:43+0000,750,14.5,93.0,94,,,,95,97,94,,,,,
w506,"Fabio Sireci and father, Elio Sireci",https://www.wine.com/product/product/feudo-montoni-lagnusa-nero-davola-2020/1024774,Nero d'Avola,516,Sicily,$24.99,"Sicily, Italy",1024774,C/I: Long Tail,In Stock,WDW10300100152620_2020,"Feudo Montoni Fabio Sireci and father, Elio Sireci Winery Image",Wine:Product Detail:Feudo Montoni Lagnusa Nero d'Avola 2020,NY,PA,USD,24.99,5,1,5,1,winery-image,2020-10-02T15:20:43+0000,750,13.5,,91,,,,,,,,,,,
w507,Quivira Vineyards Map,https://www.wine.com/product/product/quivira-fig-tree-sauvignon-blanc-2021/1127790,Sauvignon Blanc,120,Dry Creek Valley,$28.99,"Dry Creek Valley, Sonoma County, California",1127790,C/I: Long Tail,In Stock,BJWBJ06302_2021,Quivira Vineyards Quivira Vineyards Map Winery Image,Wine:Product Detail:Quivira Fig Tree Sauvignon Blanc 2021,NY,PA,USD,28.99,5,1,5,1,winery-image,2020-06-30T16:19:11+0000,750,13.5,,93,92,,,,92,,,,,,
w508,San Filippo Winery Image,https://www.wine.com/product/product/san-filippo-brunello-di-montalcino-le-lucere-2017/946648,Sangiovese,623,Montalcino,$109.99,"Montalcino, Tuscany, Italy",946648,C/I: Direct Import,In Stock,CGM52188_2017,San Filippo Winery Image,Wine:Product Detail:San Filippo Brunello di Montalcino Le Lucere 2017,NY,PA,USD,109.99,5,1,5,1,winery-image,2019-02-28T21:34:31+0000,750,14.5,96.0,92,,96,,,,,,,,,
w509,Elisabetta Gnudi Angelini,https://www.wine.com/product/product/altesino-brunello-di-montalcino-15-liter-magnum-2017/886768,Sangiovese,2,Montalcino,$139.99,"Montalcino, Tuscany, Italy",886768,C/I: Exception,In Stock - Last Call,WBO30279077_2017,Altesino Elisabetta Gnudi Angelini Winery Image,Wine:Product Detail:Altesino Brunello di Montalcino (1.5 Liter Magnum) 2017,NY,PA,USD,139.99,5,1,,,winery-image,2018-08-20T20:16:45+0000,1500,14,95.0,92,,,,,90,94,,,,,
w510,Laurel Glen Winery Image,https://www.wine.com/product/product/laurel-glen-counterpoint-cabernet-sauvignon-2018/787249,Cabernet Sauvignon,123,Sonoma Mountain,$61.99,"Sonoma Mountain, Sonoma Valley, Sonoma County, California",787249,C/I: Long Tail,In Stock,BJWBJ05826_2018,Laurel Glen Winery Image,Wine:Product Detail:Laurel Glen Counterpoint Cabernet Sauvignon 2018,NY,PA,USD,61.99,5,1,,,winery-image,2018-02-01T23:41:52+0000,750,14.5,,91,,,,90,93,,90,,,,
w511,Ruinart Winery Image,https://www.wine.com/product/product/ruinart-brut-rose-375ml-half-bottle/103428,Sparkling Rosé,75,Champagne,$54.99,"Champagne, France",103428,C/I: Exception,In Stock,CGM2005_0,"Over 125 feet below ground and almost 5 miles long, these unique caves are absent of vibration and offer optimal conditions for temperature, fermentation, and maturation.",Wine:Product Detail:Ruinart Brut Rose (375ML half-bottle),NY,PA,USD,54.99,5,1,5,1,winery-image,2018-07-26T19:41:56+0000,375,12.5,92.0,94,,92,,92,,91,,,,,
w512,Dame Jane Rose Brut,https://www.wine.com/product/product/champagne-henri-giraud-dame-jane-rose-brut/833437,Sparkling Rosé,45,Champagne,$119.99,"Champagne, France",833437,C/I: Long Tail,In Stock,BAR551_0,"Champagne Henri Giraud Dame Jane Rose Brut from Champagne, France - The vibration of the fruit on a crystalline purity. An impression of freshness that is almost tactile. Silky tannins enriched by the slow rotation of the lees. ...",Wine:Product Detail:Champagne Henri Giraud Dame Jane Rose Brut,NY,PA,USD,119.99,5,1,,,,,750,12,95.0,92,,,,,,92,,,93,,
w513,Visitor Center,https://www.wine.com/product/product/duckhorn-napa-valley-cabernet-sauvignon-15-liter-magnum-2018/921109,Cabernet Sauvignon,75,Napa Valley,$159.99,"Napa Valley, California",921109,C/I: Exception,In Stock,PIN510545_2018,"Unveiled in 2001, our estate house and tasting room feature a traditional design with a wrap-around veranda, nestled in beautiful St. Helena.",Wine:Product Detail:Duckhorn Napa Valley Cabernet Sauvignon (1.5 Liter Magnum) 2018,NY,PA,USD,159.99,5,1,,,winery-image,2018-04-18T19:51:31+0000,1500,14.5,92.0,93,92,,,92,,,,,,,94
w514,Chateau Fonroque Winery Image,https://www.wine.com/product/product/chateau-fonroque-2019/583693,Bordeaux Red Blends,11,St. Emilion,$36.99,"St. Emilion, Bordeaux, France",583693,C/I: Direct Import,In Stock,FNY583693_2019,Chateau Fonroque Winery Image,Wine:Product Detail:Chateau Fonroque 2019,NY,PA,USD,36.99,5,1,,,winery-image,2018-02-01T23:41:36+0000,750,14.5,92.0,90,,,,,,92,94,,,,
w515,Segura Viudas Harvest,https://www.wine.com/product/product/segura-viudas-reserva-heredad-cava-brut/4103,Non-Vintage Sparkling Wine,316,Cava,$33.99,"Cava, Spain",4103,C/I: KVI,In Stock,CGM34615_0,Segura Viudas Segura Viudas Harvest Winery Image,Wine:Product Detail:Segura Viudas Reserva Heredad Cava Brut,NY,PA,USD,33.99,5,1,5,1,winery-image,2020-04-02T18:45:08+0000,750,12,,90,92,,,92,,,,,,,94
w516,2020 Chateauneuf-du-Pape,https://www.wine.com/product/product/famille-isabel-ferrando-chateauneuf-du-pape-2020/1136668,Rhone Red Blends,1125,Chateauneuf-du-Pape,$119.99,"Chateauneuf-du-Pape, Rhone, France",1136668,C/I: Long Tail,In Stock,DBWDB7381_20_2020,"Famille Isabel Ferrando Chateauneuf-du-Pape 2020 from Chateauneuf-du-Pape, Rhone, France - In 2020, Mme. Ferrando made this new cuvée, which comes entirely from the Les Serres parcel and is primarily the fruit that used to make up the ""Favier"" and ""Gi...",Wine:Product Detail:Famille Isabel Ferrando Chateauneuf-du-Pape 2020,NY,PA,USD,119.99,5,1,,,,,750,15,97.0,94,,,,,,95,98,,,,
w517,Bodegas Beronia Grapes,https://www.wine.com/product/product/bodegas-beronia-rioja-gran-reserva-2012/818951,Tempranillo,422,Rioja,$41.99,"Rioja, Spain",818951,C/I: Popular,In Stock,PIN524933_2012,Bodegas Beronia Bodegas Beronia Grapes Winery Image,Wine:Product Detail:Bodegas Beronia Rioja Gran Reserva 2012,NY,PA,USD,41.99,5,1,5,1,winery-image,2020-02-03T21:59:41+0000,750,14.5,93.0,92,,,,,92,,,,,,
w518,"Master Cellar Master, Guillaume Roffiaen",https://www.wine.com/product/product/nicolas-feuillatte-reserve-exclusive-brut-187ml-split/100818,Non-Vintage Sparkling Wine,1070,Champagne,$13.99,"Champagne, France",100818,C/I: Exception,In Stock,PIN969120_0,"Giullaume Roffiaen studied agricultural engineering and agribusiness which led his passion to Reims in 2002. Through his unstinting, meticulous approach, he was appointed Chief Winemaker in 2017 at Director and Director of Vines and Wines in 2018.",Wine:Product Detail:Nicolas Feuillatte Reserve Exclusive Brut (187ML Split),NY,PA,USD,13.99,5,1,5,1,winery-image,2023-03-20T14:22:42+0000,187,12,91.0,91,,,,,,,,,,,92
w519,"Winemaker, Jim White",https://www.wine.com/product/product/cloudy-bay-pinot-noir-2020/1150648,Pinot Noir,311,Marlborough,$48.99,"Marlborough, New Zealand",1150648,C/I: Popular,In Stock,CGM55192_2020,"Jim became the Cloudy Bay Technical Director, with oversight over both the viticulture and the winemaking aspects of the business. He is responsible for delivering the best wines of Marlborough, leveraging his viticultural expertise.",Wine:Product Detail:Cloudy Bay Pinot Noir 2020,NY,PA,USD,48.99,5,1,,,winery-image,2019-04-16T18:34:58+0000,750,13.9,92.0,93,,,,,,,,,,,
w520,The cellars of Champagne Louis Roederer,https://www.wine.com/product/product/louis-roederer-brut-vintage-2015/1260991,Vintage Sparkling Wine,309,Champagne,$129.99,"Champagne, France",1260991,C/I: Exception,In Stock,CGM52958_2015,Louis Roederer The cellars of Champagne Louis Roederer Winery Image,Wine:Product Detail:Louis Roederer Brut Vintage 2015,NY,PA,USD,129.99,5,1,,,winery-image,2018-06-11T22:06:05+0000,750,0,,93,,,,,,,,,,,
w521,View from the Terrace,https://www.wine.com/product/product/massolino-barbera-dalba-2021/1137359,Barbera,826,Alba,$29.99,"Alba, Piedmont, Italy",1137359,C/I: Long Tail,In Stock,PIN554438_2021,Massolino View from the Terrace Winery Image,Wine:Product Detail:Massolino Barbera d'Alba 2021,NY,PA,USD,29.99,5,1,5,1,winery-image,2019-02-14T22:31:29+0000,750,14.5,92.0,90,,,,,91,,,,,,
w522,"Winemaker, Juan Jose Verdina",https://www.wine.com/product/product/hahn-slh-pinot-noir-2021/1251052,Pinot Noir,2058,Santa Lucia Highlands,$25.99,"Santa Lucia Highlands, Monterey, Central Coast, California",1251052,C/I: KVI,In Stock,WBO30308903_2021,"Hahn Winemaker, Juan Jose Verdina Winery Image",Wine:Product Detail:Hahn SLH Pinot Noir 2021,NY,PA,USD,25.99,5,1,,,winery-image,2020-03-24T16:41:03+0000,750,14.5,,91,,,,,,,,,,,
w523,Chateau Malartic-Lagraviere  Winery Image,https://www.wine.com/product/product/chateau-malartic-lagraviere-375ml-half-bottle-2020/748224,Bordeaux Red Blends,119,Pessac-Leognan,$24.99,"Pessac-Leognan, Bordeaux, France",748224,C/I: Luxury BDX,In Stock,FNY748224_2020,Actress Charlize Theron during American Cinematheque Awards 2019,Wine:Product Detail:Chateau Malartic-Lagraviere (375ML half-bottle) 2020,NY,PA,USD,24.99,5,1,,,winery-image,2020-03-12T15:52:44+0000,375,14.2,92.0,92,,94,,,96,94,95,,96,,
w524,Harvesting at Night,https://www.wine.com/product/product/calluna-chalk-hill-calluna-vineyards-cuvee-2018/1215140,Bordeaux Red Blends,28,Chalk Hill,$37.99,"Chalk Hill, Sonoma County, California",1215140,C/I: Long Tail,In Stock,TEWT05201_18_2018,Calluna Harvesting at Night Winery Image,Wine:Product Detail:Calluna Chalk Hill Calluna Vineyards Cuvee 2018,NY,PA,USD,37.99,5,1,,,winery-image,2020-10-07T21:59:15+0000,750,14.1,,92,,,,,,,91,,,,
w525,Bodegas LAN Barrels,https://www.wine.com/product/product/bodegas-lan-rioja-reserva-2017/1320025,Tempranillo,2400,Rioja,$19.99,"Rioja, Spain",1320025,C/I: Popular,In Stock,TON997_17_2017,Bodegas LAN also painstakingly select and test their oak barrels and have even pioneered a hybrid barrel - American staves with French oak heads - which they feel imparts the best characteristics of both types of oak on a wine.,Wine:Product Detail:Bodegas Lan Rioja Reserva 2017,NY,PA,USD,19.99,5,1,5,1,winery-image,2020-06-24T14:12:55+0000,750,13.5,91.0,90,,,,,,,,,,,
w526,The Corton Grancey Cuverie ,https://www.wine.com/product/product/louis-latour-beaune-vignes-franches-premier-cru-2019/989637,Pinot Noir,101,Beaune,$124.99,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",989637,C/I: Long Tail,In Stock,TONLA09_19_2019,Construction of the Cuverie began in 1832 and it is where all of Domaine Louis Latour wines are made and aged. It is built over five levels into the hill which allows the entire winemaking process to be carried by gravity.,Wine:Product Detail:Louis Latour Beaune Vignes Franches Premier Cru 2019,NY,PA,USD,124.99,5,1,5,1,winery-image,2018-08-21T23:35:08+0000,750,13.5,,92,92,,,,,,,,,,
w527,Sena  Winery Image,https://www.wine.com/product/product/sena-2019/794208,Bordeaux Red Blends,180,Aconcagua Valley,$124.99,"Aconcagua Valley, Chile",794208,C/I: Direct Import,In Stock,FNY794208_2019,Sena  Winery Image,Wine:Product Detail:Sena 2019,NY,PA,USD,124.99,5,1,5,1,winery-image,2020-01-22T18:36:49+0000,750,13.5,98.0,93,,97,,,,98,,,96,,
w528,Marc Antonin Blain ,https://www.wine.com/product/product/domaine-blain-cotes-de-brouilly-les-jumeaux-2016/526737,Gamay,25,Beaujolais,$22.99,"Beaujolais, Burgundy, France",526737,C/I: Long Tail,In Stock,WBO30202657_2016,Domaine Blain Soeur & Frere Marc Antonin Blain  Winery Image,Wine:Product Detail:Domaine Blain Cotes de Brouilly Les Jumeaux 2016,NY,PA,USD,22.99,5,1,5,1,winery-image,2019-11-19T23:26:14+0000,750,13,,91,91,,,,,,,,,,
w529,Contino Founded in 1973,https://www.wine.com/product/product/contino-rioja-reserva-2018/1149232,Tempranillo,614,Rioja,$57.99,"Rioja, Spain",1149232,C/I: Long Tail,In Stock,CGM57588_2018,"Contino, the first Rioja château 1973, impelled by CVNE and the owners of the 62-hectare property located in the Rioja Alavesa. The history of the property dates from the 16th century, and is reflected in its name. ",Wine:Product Detail:Contino Rioja Reserva 2018,NY,PA,USD,57.99,5,1,,,winery-image,2020-01-28T23:16:50+0000,750,14.12,95.0,91,,,,,,94,,,,,
w530,Wine Maker - Graziano Pra,https://www.wine.com/product/product/pra-monte-grande-soave-classico-2020/1220377,Garganega,16,Soave,$41.99,"Soave, Veneto, Italy",1220377,C/I: Long Tail,In Stock,PSLIGP045_2020,Pra Wine Maker - Graziano Pra Winery Image,Wine:Product Detail:Pra Monte Grande Soave Classico 2020,NY,PA,USD,41.99,5,1,,,winery-image,2019-02-28T22:30:03+0000,750,13,93.0,93,,,,,,,,,,,
w531,Beaune Greves Vigne de l'Enfant Jesus,https://www.wine.com/product/product/bouchard-pere-and-fils-savigny-les-beaune-les-lavieres-premier-cru-2019/793465,Pinot Noir,38,Savigny-les-Beaune,$68.99,"Savigny-les-Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",793465,C/I: Long Tail,In Stock,PIN524533_2019,"In 1791, after the French Revolution, when the Church properties were sold, Bouchard Père & Fils won the bid for this vineyard of almost 4 ha, situated in the heart of Beaune Grèves’ appellation, and still holds the exclusivity today.",Wine:Product Detail:Bouchard Pere & Fils Savigny-les-Beaune Les Lavieres Premier Cru 2019,NY,PA,USD,68.99,5,1,,,winery-image,2018-10-19T18:04:06+0000,750,0,93.0,93,,90,,,,93,,,,,
w532,Lion in the Gardens,https://www.wine.com/product/product/chateau-leoville-barton-2016/202419,Bordeaux Red Blends,43,St-Julien,$169.97,"St-Julien, Bordeaux, France",202419,C/I: Luxury BDX,In Stock,FNY202419_2016,Chateau Leoville Barton Lion in the Gardens Winery Image,Wine:Product Detail:Chateau Leoville Barton 2016,NY,PA,USD,169.97,5,1,5,1,winery-image,2019-03-25T22:51:19+0000,750,13,97.0,97,,95,,,96,97,96,,,,
w533,"Master Cellar Master, Guillaume Roffiaen",https://www.wine.com/product/product/nicolas-feuillatte-reserve-exclusive-sakura-rose/523993,Sparkling Rosé,638,Champagne,$59.99,"Champagne, France",523993,C/I: Popular,In Stock,PIN542442_0,"Giullaume Roffiaen studied agricultural engineering and agribusiness which led his passion to Reims in 2002. Through his unstinting, meticulous approach, he was appointed Chief Winemaker in 2017 at Director and Director of Vines and Wines in 2018.",Wine:Product Detail:Nicolas Feuillatte Reserve Exclusive Sakura Rose,NY,PA,USD,59.99,5,1,5,1,winery-image,2023-03-20T14:22:42+0000,750,12,92.0,92,,,,,,90,,,,,
w534,The Planeta Family,https://www.wine.com/product/product/planeta-frappato-2021/1194393,Frappato,420,Sicily,$25.99,"Sicily, Italy",1194393,C/I: Long Tail,In Stock,EDV130142_2021_2021,Planeta The Planeta Family Winery Image,Wine:Product Detail:Planeta Frappato 2021,NY,PA,USD,25.99,5,1,5,1,winery-image,2021-05-17T20:11:51+0000,750,12.45,91.0,90,,,,,,,,,,,
w535,Protective Terraces,https://www.wine.com/product/product/miraval-champagne-fleur-de-miraval-er2-in-gift-box/830552,Sparkling Rosé,51,Champagne,$369.99,"Champagne, France",830552,C/I: Long Tail,In Stock,PIN542125_0,"The vines at Chateau Miraval are planted in magnificent cascading stone walled terraces --
 which have been perfectly restored to their traditional form.",Wine:Product Detail:Miraval Champagne Fleur de Miraval ER2 in Gift Box,NY,PA,USD,369.99,5,1,,,winery-image,2018-03-01T02:02:08+0000,750,12.5,,94,,95,,,,93,,,,,
w536,Gaja Winery Image,https://www.wine.com/product/product/gaja-sperss-barolo-2018/1180555,Nebbiolo,16,Barolo,$429.99,"Barolo, Piedmont, Italy",1180555,C/I: Exception,In Stock,WDW10000994352418_2018,Gaja Winery Image,Wine:Product Detail:Gaja Sperss Barolo 2018,NY,PA,USD,429.99,5,1,,,winery-image,2019-12-30T21:58:37+0000,750,14,95.0,94,,,,,,,,,97,,
w537,Cabernet on Vine,https://www.wine.com/product/product/ovid-2019/1355283,Bordeaux Red Blends,1,Napa Valley,$419.99,"Napa Valley, California",1355283,C/I: MAP,In Stock,CGM56118_2019,OVID Cabernet on Vine Winery Image,Wine:Product Detail:OVID 2019,NY,PA,USD,419.99,5,1,,,winery-image,2022-10-04T16:08:39+0000,750,14.8,,95,,98,,,,,100,,,,
w538,Mounir Saouma,https://www.wine.com/product/product/rotem-and-mounir-saouma-chateauneuf-du-pape-omnia-2018/676385,Rhone Red Blends,12,Chateauneuf-du-Pape,$99.99,"Chateauneuf-du-Pape, Rhone, France",676385,C/I: Long Tail,In Stock,VNT0530010018_03_2018,Three-year-old vines in Cotes du Rhone in Orange.,Wine:Product Detail:Rotem & Mounir Saouma Chateauneuf-du-Pape Omnia 2018,NY,PA,USD,99.99,5,1,5,1,winery-image,2020-09-14T20:20:12+0000,750,14,,96,,,,96,,,,,,,
w539,Antica Vineyards,https://www.wine.com/product/product/antica-mountain-select-chardonnay-2019/1007630,Chardonnay,602,Atlas Peak,$35.99,"Atlas Peak, Napa Valley, California",1007630,C/I: Popular,In Stock,PIN554668_2019,Antica Antica Vineyards Winery Image,Wine:Product Detail:Antica Mountain Select Chardonnay 2019,NY,PA,USD,35.99,5,1,5,1,winery-image,2020-04-06T19:26:58+0000,750,14,,91,,,,,,,90,,,,
w540,Michele Cherchi - Vineyard Director,https://www.wine.com/product/product/10000-hours-cabernet-sauvignon-2019/834207,Cabernet Sauvignon,120,Red Mountain,$29.99,"Red Mountain, Yakima Valley, Columbia Valley, Washington",834207,C/I: Long Tail,In Stock,PIN544164_2019,"10,000 Hours Michele Cherchi - Vineyard Director Winery Image","Wine:Product Detail:10,000 Hours Cabernet Sauvignon 2019",NY,PA,USD,29.99,5,1,5,1,winery-image,2021-05-05T04:27:30+0000,750,15,92.0,90,92,,,,90,,91,,,,
w541,Chris Louton St. - Francis Winemaker ,https://www.wine.com/product/product/st-francis-old-vines-zinfandel-2019/1001719,Zinfandel,615,Sonoma County,$25.99,"Sonoma County, California",1001719,C/I: KVI,In Stock,CGM54221_2019,St. Francis Winery Chris Louton St. - Francis Winemaker  Winery Image,Wine:Product Detail:St. Francis Old Vines Zinfandel 2019,NY,PA,USD,25.99,5,1,5,1,winery-image,2019-02-01T22:21:11+0000,750,14.8,,90,,,,,,,,,,,
w542,Stefan Pauly,https://www.wine.com/product/product/dr-pauly-bergweiler-wehlener-sonnenuhr-spatlese-2019/1179630,Riesling,42,Mosel,$36.99,"Mosel, Germany",1179630,C/I: Long Tail,In Stock,WBO30291146_2019,Dr Pauly-Bergweiler Stefan Pauly Winery Image,Wine:Product Detail:Dr. Pauly-Bergweiler Wehlener Sonnenuhr Spatlese 2019,NY,PA,USD,36.99,5,1,,,winery-image,2019-03-29T17:11:30+0000,750,11.5,,92,,,,,92,,,,,,
