,search_url,name,wine_url,productVarietal,productStock,productRegion,productPrice,productOrigin,productID,productCompetitiveIntensity,ProductAvailability,pProductID,description,pageName,shippingRegion,shipToState,priceCurrency,price,averageRating_bestRating,averageRating_worstRating,bestRating,worstRating,additionalType,uploadDate,prodAlcoholVolume_text,prodAlcoholPercent_percent,JS,WS,WW,D,BH,W&S,WE,RP,JD,SJ,V,CG,TP
w1885,https://www.wine.com/list/wine/wine-spectator/7155-202/76,Castello di Ama Winery,https://www.wine.com/product/product/castello-di-ama-haiku-2019/1379919,Other Red Blends,21,Chianti,$68.99,"Chianti, Tuscany, Italy",1379919,C/I: Long Tail,In Stock,MSE451682_2019,Castello di Ama Castello di Ama Winery Winery Image,Wine:Product Detail:Castello di Ama Haiku 2019,NY,PA,USD,68.99,5,1,,,winery-image,2019-11-19T01:01:43+0000,750,14,93,92,,,,,,95,,,96,,
w1886,https://www.wine.com/list/wine/wine-spectator/7155-202/76,Hand work in the vineyard ,https://www.wine.com/product/product/domaine-la-barroche-chateauneuf-du-pape-julien-barrot-2020/1124151,Rhone Red Blends,5,Chateauneuf-du-Pape,$61.99,"Chateauneuf-du-Pape, Rhone, France",1124151,C/I: Popular,In Stock - Last Call,DBWDB1315_20_2020,Domaine La Barroche Hand work in the vineyard  Winery Image,Wine:Product Detail:Domaine La Barroche Chateauneuf-du-Pape Julien Barrot 2020,NY,PA,USD,61.99,5,1,,,winery-image,2018-10-04T22:45:12+0000,750,14.5,94,93,,93,,,,,94,,,,
w1887,https://www.wine.com/list/wine/wine-spectator/7155-202/76,Hand Sorting,https://www.wine.com/product/product/la-gerla-brunello-di-montalcino-2017/1140353,Sangiovese,6,Montalcino,$66.99,"Montalcino, Tuscany, Italy",1140353,C/I: Exception,In Stock,DBWDB1181_17_2017,"At La Gerla, the harvest is strictly carried out by hand because we firmly believe that no machinery could ever substitute the attention and ability to select grapes by qualified workers with a wealth of experience.",Wine:Product Detail:La Gerla Brunello di Montalcino 2017,NY,PA,USD,66.99,5,1,,,winery-image,2018-06-19T18:11:23+0000,750,14,93,92,,,,,92,93,93,,,,
w1888,https://www.wine.com/list/wine/wine-spectator/7155-202/76,"Winemaker, Alberto Bianchi",https://www.wine.com/product/product/newton-the-puzzle-2018/1145625,Bordeaux Red Blends,269,Napa Valley,$154.99,"Napa Valley, California",1145625,C/I: Popular,In Stock,CGM53799_2018,"Alberto Bianchi joined Newton as Winemaker in 2015, following a year-long stint in 2014 as part of the Early Career Winemakers Program initiated by Estates & Wines – an intensive period of training that took him first to Argentina, as Assistant Winemaker.",Wine:Product Detail:Newton The Puzzle 2018,NY,PA,USD,154.99,5,1,,,winery-image,2019-04-16T18:39:33+0000,750,0,95,92,,91,,,93,92,92,,,,
w1889,https://www.wine.com/list/wine/wine-spectator/7155-202/76,IceWine on the Vine.,https://www.wine.com/product/product/kracher-auslese-cuvee-375ml-half-bottle-2017/957688,Other Dessert,3,Burgenland,$39.99,"Burgenland, Austria",957688,C/I: Exception,In Stock - Last Call,PIN911708_2017,Kracher IceWine on the Vine. Winery Image,Wine:Product Detail:Kracher Auslese Cuvee (375ML half-bottle) 2017,NY,PA,USD,39.99,5,1,,,winery-image,2020-01-31T17:07:38+0000,375,11,,90,,,,,92,,,,,,
w1890,https://www.wine.com/list/wine/wine-spectator/7155-202/76,Tenuta di Biserno Bustolino Vineyard,https://www.wine.com/product/product/tenuta-di-biserno-biserno-2019/981895,Other Red Blends,1,Tuscany,$209.99,"Tuscany, Italy",981895,C/I: Long Tail,In Stock,CGM52824_2019,Tenuta di Biserno  Tenuta di Biserno Bustolino Vineyard Winery Image,Wine:Product Detail:Tenuta di Biserno Biserno 2019,NY,PA,USD,209.99,5,1,,,winery-image,2020-09-16T17:23:35+0000,750,14.5,98,92,,,,,,97,97,,,,
w1891,https://www.wine.com/list/wine/wine-spectator/7155-202/76,Harvest at Domaine de la Vougeraie,https://www.wine.com/product/product/domaine-de-la-vougeraie-clos-de-vougeot-grand-cru-2020/1279858,Pinot Noir,48,Vougeot,$489.99,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",1279858,C/I: Long Tail,In Stock,OPI45099_2020,Domaine de la Vougeraie Harvest at Domaine de la Vougeraie Winery Image,Wine:Product Detail:Domaine de la Vougeraie Clos de Vougeot Grand Cru 2020,NY,PA,USD,489.99,5,1,,,winery-image,2018-10-08T17:04:03+0000,750,13.5,,95,,,,,,,,,,,
w1892,https://www.wine.com/list/wine/wine-spectator/7155-202/76,2018 Cabernet Sauvignon,https://www.wine.com/product/product/kintera-cabernet-sauvignon-2018/904462,Cabernet Sauvignon,61,Rutherford,$219.99,"Rutherford, Napa Valley, California",904462,C/I: Long Tail,In Stock,PIN537496_2018,"Kintera Cabernet Sauvignon 2018 from Rutherford, Napa Valley, California - ...",Wine:Product Detail:Kintera Cabernet Sauvignon 2018,NY,PA,USD,219.99,5,1,,,,,750,15.2,93,93,,,,94,95,,,,,,
w1893,https://www.wine.com/list/wine/wine-spectator/7155-202/76,Albéric Bichot,https://www.wine.com/product/product/albert-bichot-mercurey-en-pierre-milley-domaine-adelie-2020/1008296,Pinot Noir,48,Mercurey,$63.99,"Mercurey, Cote Chalonnaise, Burgundy, France",1008296,C/I: Exception,In Stock,OPI80598_2020,"Albéric Bichot joined the company in the early 90s and though he fully respects family traditions, he is completely focused on the future.",Wine:Product Detail:Albert Bichot Mercurey En Pierre Milley Domaine Adelie 2020,NY,PA,USD,63.99,5,1,,,winery-image,2020-04-06T23:19:56+0000,750,0,,90,,,,,,,,,,,
w1894,https://www.wine.com/list/wine/wine-spectator/7155-202/76,Domaine Huet Winery Image,https://www.wine.com/product/product/domaine-huet-cuvee-constance-500ml-2018/1112665,Chenin Blanc,10,Vouvray,$184.99,"Vouvray, Touraine, Loire, France",1112665,C/I: Long Tail,In Stock,PSLFHT181_2018,Domaine Huet Winery Image,Wine:Product Detail:Domaine Huet Cuvee Constance (500ML) 2018,NY,PA,USD,184.99,5,1,,,winery-image,2018-02-01T23:41:45+0000,500,0,,96,,,,,,96,,,,,
w1895,https://www.wine.com/list/wine/wine-spectator/7155-202/76,Chateau La Mondotte Winery Image,https://www.wine.com/product/product/chateau-la-mondotte-2019/583734,Bordeaux Red Blends,11,St. Emilion,$169.97,"St. Emilion, Bordeaux, France",583734,C/I: Luxury BDX,In Stock,FNY583734_2019,Chateau La Mondotte Winery Image,Wine:Product Detail:Chateau La Mondotte 2019,NY,PA,USD,169.97,5,1,,,winery-image,2018-02-01T23:41:37+0000,750,14.5,97,96,,92,,,,95,99,,,,
w1896,https://www.wine.com/list/wine/wine-spectator/7155-202/76,Vietti Art Labels Over the Years  ,https://www.wine.com/product/product/vietti-barolo-cerequio-2018/990926,Nebbiolo,4,Barolo,$229.99,"Barolo, Piedmont, Italy",990926,C/I: Long Tail,In Stock - Last Call,WBO30290532_2018,Vietti Vietti Art Labels Over the Years   Winery Image,Wine:Product Detail:Vietti Barolo Cerequio 2018,NY,PA,USD,229.99,5,1,,,winery-image,2023-02-24T01:28:01+0000,750,14.5,92,94,,,,97,,96,,,97,,
w1897,https://www.wine.com/list/wine/wine-spectator/7155-202/76,"Le Ragnaie, pairs well with meals",https://www.wine.com/product/product/le-ragnaie-casanovina-montosoli-brunello-di-montalcino-2017/933228,Sangiovese,29,Montalcino,$169.99,"Montalcino, Tuscany, Italy",933228,C/I: Long Tail,In Stock,SHR106448_2017,"Le Ragnaie Le Ragnaie, pairs well with meals Winery Image",Wine:Product Detail:Le Ragnaie Casanovina Montosoli Brunello di Montalcino 2017,NY,PA,USD,169.99,5,1,,,winery-image,2020-09-18T16:36:13+0000,750,0,,93,,94,,,,95,,,,,
w1898,https://www.wine.com/list/wine/wine-spectator/7155-202/76,Domaine Xavier Monnot Winery Image,https://www.wine.com/product/product/xavier-monnot-beaune-les-cent-vignes-premier-cru-2020/1202324,Pinot Noir,71,Beaune,$73.99,"Beaune, Cote de Beaune, Cote d'Or, Burgundy, France",1202324,C/I: Long Tail,In Stock,WBO30294259_2020,Domaine Xavier Monnot Winery Image,Wine:Product Detail:Xavier Monnot Beaune Les Cent-Vignes Premier Cru 2020,NY,PA,USD,73.99,5,1,,,winery-image,2019-11-21T18:34:48+0000,750,13.5,,91,,,,,,,,,,,
w1899,https://www.wine.com/list/wine/wine-spectator/7155-202/76,Michele Chiarlo and Sons,https://www.wine.com/product/product/michele-chiarlo-cerequio-riserva-2013/1110896,Nebbiolo,11,Barolo,$229.99,"Barolo, Piedmont, Italy",1110896,C/I: Long Tail,In Stock,CGM52857_2013,Michele Chiarlo Michele Chiarlo and Sons Winery Image,Wine:Product Detail:Michele Chiarlo Cerequio Riserva 2013,NY,PA,USD,229.99,5,1,,,winery-image,2018-08-21T00:12:39+0000,750,14,,94,,95,,,96,94,,,,,
w1900,https://www.wine.com/list/wine/wine-spectator/7155-202/76,Alto Moncayo  Winery Image,https://www.wine.com/product/product/alto-moncayo-aquilon-2017/1000306,Grenache,21,Campo de Borja,$209.99,"Campo de Borja, Spain",1000306,C/I: Popular,In Stock,WBO30287233_2017,Alto Moncayo  Winery Image,Wine:Product Detail:Alto Moncayo Aquilon 2017,NY,PA,USD,209.99,5,1,,,winery-image,2020-01-03T21:01:14+0000,750,0,,93,,,,,,,,,,,
w1901,https://www.wine.com/list/wine/wine-spectator/7155-202/77,"Fabio Sireci and father, Elio Sireci",https://www.wine.com/product/product/feudo-montoni-nero-davola-vrucara-2018/1395075,Nero d'Avola,61,Sicily,$64.99,"Sicily, Italy",1395075,C/I: Long Tail,In Stock,WDW10300100102418_2018,"Feudo Montoni Fabio Sireci and father, Elio Sireci Winery Image",Wine:Product Detail:Feudo Montoni Nero d'Avola Vrucara 2018,NY,PA,USD,64.99,5,1,,,winery-image,2020-10-02T15:20:43+0000,750,14,,90,,,,,92,93,,,,,
w1902,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Gauggiole Vineyard ,https://www.wine.com/product/product/castiglion-del-bosco-brunello-di-montalcino-campo-del-drago-2017/1194429,Sangiovese,2,Montalcino,$164.99,"Montalcino, Tuscany, Italy",1194429,C/I: Long Tail,In Stock - Last Call,CGM53892_2017,"Located in the northern part of the estate, next to the golf course and just below one of Castiglion del Bosco's most sumptuous villas.",Wine:Product Detail:Castiglion del Bosco Brunello di Montalcino Campo del Drago 2017,NY,PA,USD,164.99,5,1,,,winery-image,2020-07-10T16:02:19+0000,750,14.5,95,93,,,,92,92,93,,,,,
w1903,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Charleston Sercial Madeira,https://www.wine.com/product/product/rare-wine-co-charleston-sercial-madeira/209803,Madeira,13,Madeira,$61.99,"Madeira, Portugal",209803,C/I: Popular,In Stock,PSLMRW003_0,"Rare Wine Co. Charleston Sercial Madeira from Madeira, Portugal - This is the driest wine in the series and a wine that has been served throughout meals in America for nearly 300 years. Chef Mario Batali won over 1000+ guests ...",Wine:Product Detail:Rare Wine Co. Charleston Sercial Madeira,NY,PA,USD,61.99,5,1,5,1,,,750,19,,91,,,,,93,91,,,,,
w1904,https://www.wine.com/list/wine/wine-spectator/7155-202/77,,https://www.wine.com/product/product/ferrari-giulio-ferrari-riserva-del-fondatore-2009/934764,,,,,,,,,,"Find, buy and ship wine and wine gifts easily at the #1 Online Wine Store. Find the right wine or wine gift from our large selection of wine, wine clubs, wine gift baskets and wine accessories. Get free shipping for a year with Wine.com StewardShip!",CriticalError:502,,,,,,,,,,,,,,,,,,,,,,,,,
w1905,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Domaine Jean Grivot Vineyard Views,https://www.wine.com/product/product/domaine-jean-grivot-clos-de-vougeot-grand-cru-2020/914097,Pinot Noir,9,Vougeot,$589.99,"Vougeot, Cote de Nuits, Cote d'Or, Burgundy, France",914097,C/I: Popular,In Stock - Last Call,WBO30294181_2020,Domaine Jean Grivot Domaine Jean Grivot Vineyard Views Winery Image,Wine:Product Detail:Domaine Jean Grivot Clos de Vougeot Grand Cru 2020,NY,PA,USD,589.99,5,1,,,winery-image,2019-12-03T17:17:08+0000,750,14,,95,,94,,,,,,,,,
w1906,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Filtering wine with egg whites,https://www.wine.com/product/product/bodegas-muga-aro-2019/1198881,Tempranillo,3,Rioja,$389.99,"Rioja, Spain",1198881,C/I: Long Tail,In Stock,WDW10500220502219_2019,Bodegas Muga Filtering wine with egg whites Winery Image,Wine:Product Detail:Bodegas Muga Aro 2019,NY,PA,USD,389.99,5,1,,,winery-image,2019-03-27T16:11:56+0000,750,14.6,98,94,,,,,,97,100,,,,
w1907,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Winetasting at Williams Selyem,https://www.wine.com/product/product/williams-selyem-russian-river-valley-pinot-noir-2021/1236567,Pinot Noir,372,Russian River,$145.99,"Russian River, Sonoma County, California",1236567,C/I: Exception,In Stock,WBO30307493_2021,Williams Selyem Estate can arrange a private tasting tailored specifically for you and your special guests. ,Wine:Product Detail:Williams Selyem Russian River Valley Pinot Noir 2021,NY,PA,USD,145.99,5,1,,,winery-image,2020-09-14T21:21:01+0000,750,13.7,,93,,,,,,,,,,,
w1908,https://www.wine.com/list/wine/wine-spectator/7155-202/77,,https://www.wine.com/product/product/boundary-breaks-riesling-ice-wine-375ml-half-bottle-2020/826741,,,,,,,,,,"Find, buy and ship wine and wine gifts easily at the #1 Online Wine Store. Find the right wine or wine gift from our large selection of wine, wine clubs, wine gift baskets and wine accessories. Get free shipping for a year with Wine.com StewardShip!",CriticalError:502,,,,,,,,,,,,,,,,,,,,,,,,,
w1909,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Franchetti On The Hand Cleared Site,https://www.wine.com/product/product/tenuta-di-trinoro-toscana-rosso-2017/1184820,Bordeaux Red Blends,23,Tuscany,$369.99,"Tuscany, Italy",1184820,C/I: Long Tail,In Stock,TEWIT362_17_2017,Tenuta di Trinoro Franchetti On The Hand Cleared Site Winery Image,Wine:Product Detail:Tenuta di Trinoro Toscana Rosso 2017,NY,PA,USD,369.99,5,1,,,winery-image,2020-06-12T15:45:36+0000,750,15,,93,,,,,92,95,,,,,
w1910,https://www.wine.com/list/wine/wine-spectator/7155-202/77,,https://www.wine.com/product/product/pommery-cuvee-louise-2005/863277,,,,,,,,,,"Find, buy and ship wine and wine gifts easily at the #1 Online Wine Store. Find the right wine or wine gift from our large selection of wine, wine clubs, wine gift baskets and wine accessories. Get free shipping for a year with Wine.com StewardShip!",CriticalError:502,,,,,,,,,,,,,,,,,,,,,,,,,
w1911,https://www.wine.com/list/wine/wine-spectator/7155-202/77,,https://www.wine.com/product/product/rare-rose-with-gift-box-2008/561810,,,,,,,,,,"Find, buy and ship wine and wine gifts easily at the #1 Online Wine Store. Find the right wine or wine gift from our large selection of wine, wine clubs, wine gift baskets and wine accessories. Get free shipping for a year with Wine.com StewardShip!",CriticalError:502,,,,,,,,,,,,,,,,,,,,,,,,,
w1912,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Eve Faiveley and Erwan Faiveley ,https://www.wine.com/product/product/faiveley-corton-clos-des-cortons-faiveley-grand-cru-2020/1167833,Pinot Noir,13,Aloxe-Corton,$489.99,"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",1167833,C/I: Long Tail,In Stock - Last Call,WLD18347_2020,Faiveley Eve Faiveley and Erwan Faiveley  Winery Image,Wine:Product Detail:Faiveley Corton Clos des Cortons Faiveley Grand Cru 2020,NY,PA,USD,489.99,5,1,,,winery-image,2019-07-24T17:47:01+0000,750,13,98,96,,,94,,,96,,,,,
w1913,https://www.wine.com/list/wine/wine-spectator/7155-202/77,,https://www.wine.com/product/product/delas-hermitage-les-grandes-vignes-ligne-de-crete-2019/964164,,,,,,,,,,"Find, buy and ship wine and wine gifts easily at the #1 Online Wine Store. Find the right wine or wine gift from our large selection of wine, wine clubs, wine gift baskets and wine accessories. Get free shipping for a year with Wine.com StewardShip!",CriticalError:502,,,,,,,,,,,,,,,,,,,,,,,,,
w1914,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Albéric Bichot,https://www.wine.com/product/product/albert-bichot-corton-clos-des-marechaudes-domaine-du-pavillon-grand-cru-2020/1008305,Pinot Noir,42,Aloxe-Corton,$199.99,"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",1008305,C/I: Long Tail,In Stock,OPI80583_2020,"Albéric Bichot joined the company in the early 90s and though he fully respects family traditions, he is completely focused on the future.",Wine:Product Detail:Albert Bichot Corton Clos Des Marechaudes Domaine du Pavillon Grand Cru 2020,NY,PA,USD,199.99,5,1,,,winery-image,2020-04-06T23:19:56+0000,750,0,,94,,,94,,,,,,,,
w1915,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Eve Faiveley and Erwan Faiveley ,https://www.wine.com/product/product/faiveley-latricieres-chambertin-grand-cru-2020/1167815,Pinot Noir,3,Gevrey-Chambertin,$539.99,"Gevrey-Chambertin, Cote de Nuits, Cote d'Or, Burgundy, France",1167815,C/I: Long Tail,In Stock - Last Call,WLD18354_2020,Faiveley Eve Faiveley and Erwan Faiveley  Winery Image,Wine:Product Detail:Faiveley Latricieres-Chambertin Grand Cru 2020,NY,PA,USD,539.99,5,1,,,winery-image,2019-07-24T17:47:01+0000,750,13,,97,,,93,,,96,,,,,
w1916,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Fattoria dei Barbi  Winery Image,https://www.wine.com/product/product/fattoria-dei-barbi-brunello-di-montalcino-2018/1272783,Sangiovese,240,Montalcino,$79.99,"Montalcino, Tuscany, Italy",1272783,C/I: Exception,In Stock,WLD20145_2018,Fattoria dei Barbi  Winery Image,Wine:Product Detail:Fattoria dei Barbi Brunello di Montalcino 2018,NY,PA,USD,79.99,5,1,,,winery-image,2019-03-15T22:12:07+0000,750,14.5,93,93,,,,,,93,,,,,
w1917,https://www.wine.com/list/wine/wine-spectator/7155-202/77,McGuigan Wines  Winery Image,https://www.wine.com/product/product/mcguigan-wines-the-philosophy-2013/535146,Other Red Blends,1,South Australia,$129.99,"South Australia, Australia",535146,C/I: Long Tail,In Stock - Last Call,PIN897558_2013,"Balhannah Vineyard, Adelaide Hills",Wine:Product Detail:McGuigan Wines The Philosophy 2013,NY,PA,USD,129.99,5,1,,,winery-image,2020-04-08T00:00:32+0000,750,14.5,,92,,,,,,,,,,,
w1918,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Lewis Cellars,https://www.wine.com/product/product/lewis-cellars-cabernet-sauvignon-2019/790620,Cabernet Sauvignon,115,Napa Valley,$109.99,"Napa Valley, California",790620,C/I: Exception,In Stock,WDW10080100252619_2019,Lewis Cellars Lewis Cellars Winery Image,Wine:Product Detail:Lewis Cellars Cabernet Sauvignon 2019,NY,PA,USD,109.99,5,1,5,1,winery-image,2021-04-30T19:10:45+0000,750,15.5,92,92,,,,,,,94,,,,
w1919,https://www.wine.com/list/wine/wine-spectator/7155-202/77,1999 Barolo,https://www.wine.com/product/product/bartolo-mascarello-barolo-1999/1067134,Nebbiolo,1,Barolo,$549.99,"Barolo, Piedmont, Italy",1067134,C/I: Long Tail,In Stock,DGK1067134_1999,"Bartolo Mascarello Barolo 1999 from Barolo, Piedmont, Italy - ...",Wine:Product Detail:Bartolo Mascarello Barolo 1999,NY,PA,USD,549.99,5,1,,,,,750,0,,93,,,,,,,,,,,
w1920,https://www.wine.com/list/wine/wine-spectator/7155-202/77,,https://www.wine.com/product/product/feudi-di-san-gregorio-patrimo-2013/506145,,,,,,,,,,"Find, buy and ship wine and wine gifts easily at the #1 Online Wine Store. Find the right wine or wine gift from our large selection of wine, wine clubs, wine gift baskets and wine accessories. Get free shipping for a year with Wine.com StewardShip!",CriticalError:502,,,,,,,,,,,,,,,,,,,,,,,,,
w1921,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Albéric Bichot,https://www.wine.com/product/product/albert-bichot-pommard-les-rugiens-domaine-du-pavillon-premier-cru-2020/1177333,Pinot Noir,48,Pommard,$189.99,"Pommard, Cote de Beaune, Cote d'Or, Burgundy, France",1177333,C/I: Long Tail,In Stock,OPI80586_2020,"Albéric Bichot joined the company in the early 90s and though he fully respects family traditions, he is completely focused on the future.",Wine:Product Detail:Albert Bichot Pommard Les Rugiens Domaine du Pavillon Premier Cru 2020,NY,PA,USD,189.99,5,1,,,winery-image,2020-04-06T23:19:56+0000,750,0,,92,,,93,,,,,,,,
w1922,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Hand work in the vineyard ,https://www.wine.com/product/product/domaine-la-barroche-chateauneuf-du-pape-julien-barrot-2018/687284,Rhone Red Blends,40,Chateauneuf-du-Pape,$58.99,"Chateauneuf-du-Pape, Rhone, France",687284,C/I: Popular,In Stock,DBWDB1315_18_2018,Domaine La Barroche Hand work in the vineyard  Winery Image,Wine:Product Detail:Domaine La Barroche Chateauneuf-du-Pape Julien Barrot 2018,NY,PA,USD,58.99,5,1,,,winery-image,2018-10-04T22:45:12+0000,750,15,,93,92,,,,,92,93,,93,,
w1923,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Lucien Le Moine Barrel Room,https://www.wine.com/product/product/lucien-le-moine-grands-echezeaux-grand-cru-2020/1233084,Pinot Noir,3,Flagey-Echezeaux,$879.99,"Flagey-Echezeaux, Cote de Nuits, Cote d'Or, Burgundy, France",1233084,C/I: Long Tail,In Stock - Last Call,VNT0280510020_03_2020,Lucien Le Moine Lucien Le Moine Barrel Room Winery Image,Wine:Product Detail:Lucien Le Moine Grands Echezeaux Grand Cru 2020,NY,PA,USD,879.99,5,1,,,winery-image,2020-09-17T17:53:37+0000,750,0,,95,,,,,,,,,,,
w1924,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Winemaker Teresa Ameztoy,https://www.wine.com/product/product/ramos-pinto-30-year-tawny/14281,Port,4,Douro,$159.99,"Douro, Portugal",14281,C/I: Long Tail,In Stock,CGM44482_0,Ramos Pinto Winemaker Teresa Ameztoy Winery Image,Wine:Product Detail:Ramos Pinto 30 Year Tawny,NY,PA,USD,159.99,5,1,5,1,winery-image,2019-02-14T23:20:47+0000,750,19.9,,93,94,94,,93,94,93,,,,,
w1925,https://www.wine.com/list/wine/wine-spectator/7155-202/77,Gaja Winery Image,https://www.wine.com/product/product/gaja-conteisa-2018/1180552,Nebbiolo,17,Barolo,$419.99,"Barolo, Piedmont, Italy",1180552,C/I: Popular,In Stock,WDW10000994302418_2018,Gaja Winery Image,Wine:Product Detail:Gaja Conteisa 2018,NY,PA,USD,419.99,5,1,,,winery-image,2019-12-30T21:58:37+0000,750,14.5,96,93,,95,,,,,,,95,,
w1926,https://www.wine.com/list/wine/wine-spectator/7155-202/78,"Le Ragnaie, pairs well with meals",https://www.wine.com/product/product/le-ragnaie-ragnaie-vigna-vecchia-brunello-di-montalcino-2017/915001,Sangiovese,24,Montalcino,$169.99,"Montalcino, Tuscany, Italy",915001,C/I: Long Tail,In Stock,SHR106442_2017,"Le Ragnaie Le Ragnaie, pairs well with meals Winery Image",Wine:Product Detail:Le Ragnaie Ragnaie Vigna Vecchia Brunello di Montalcino 2017,NY,PA,USD,169.99,5,1,,,winery-image,2020-09-18T16:36:13+0000,750,0,,92,,,,,,95,,,,,
w1927,https://www.wine.com/list/wine/wine-spectator/7155-202/78,2018 Harvest,https://www.wine.com/product/product/taub-family-vineyards-rutherford-cabernet-sauvignon-2017/1127364,Cabernet Sauvignon,53,Rutherford,$73.99,"Rutherford, Napa Valley, California",1127364,C/I: Long Tail,In Stock,EDV130578_2017_2017,Taub Family Vineyards 2018 Harvest Winery Image,Wine:Product Detail:Taub Family Vineyards Rutherford Cabernet Sauvignon 2017,NY,PA,USD,73.99,5,1,,,winery-image,2022-05-05T01:26:30+0000,750,14.6,,92,,,,,,,,,,,
w1928,https://www.wine.com/list/wine/wine-spectator/7155-202/78,,https://www.wine.com/product/product/alain-voge-cornas-vieilles-vignes-2019/999187,,,,,,,,,,"Find, buy and ship wine and wine gifts easily at the #1 Online Wine Store. Find the right wine or wine gift from our large selection of wine, wine clubs, wine gift baskets and wine accessories. Get free shipping for a year with Wine.com StewardShip!",CriticalError:502,,,,,,,,,,,,,,,,,,,,,,,,,
w1929,https://www.wine.com/list/wine/wine-spectator/7155-202/78,,https://www.wine.com/product/product/force-majeure-red-mountain-cabernet-sauvignon-2019/962777,,,,,,,,,,"Find, buy and ship wine and wine gifts easily at the #1 Online Wine Store. Find the right wine or wine gift from our large selection of wine, wine clubs, wine gift baskets and wine accessories. Get free shipping for a year with Wine.com StewardShip!",CriticalError:502,,,,,,,,,,,,,,,,,,,,,,,,,
w1930,https://www.wine.com/list/wine/wine-spectator/7155-202/78,Albéric Bichot,https://www.wine.com/product/product/albert-bichot-meursault-les-charmes-domaine-du-pavillon-premier-cru-2020/1166596,Chardonnay,4,Meursault,$179.99,"Meursault, Cote de Beaune, Cote d'Or, Burgundy, France",1166596,C/I: Long Tail,In Stock,OPI80619_2020,"Albéric Bichot joined the company in the early 90s and though he fully respects family traditions, he is completely focused on the future.",Wine:Product Detail:Albert Bichot Meursault Les Charmes Domaine du Pavillon Premier Cru 2020,NY,PA,USD,179.99,5,1,,,winery-image,2020-04-06T23:19:56+0000,750,0,95,93,,,,,,,,,,,
w1931,https://www.wine.com/list/wine/wine-spectator/7155-202/78,Albéric Bichot,https://www.wine.com/product/product/albert-bichot-corton-charlemagne-domaine-du-pavillon-grand-cru-2020/1177257,Chardonnay,3,Aloxe-Corton,$349.99,"Aloxe-Corton, Cote de Beaune, Cote d'Or, Burgundy, France",1177257,C/I: Long Tail,In Stock,OPI80616_2020,"Albéric Bichot joined the company in the early 90s and though he fully respects family traditions, he is completely focused on the future.",Wine:Product Detail:Albert Bichot Corton-Charlemagne Domaine du Pavillon Grand Cru 2020,NY,PA,USD,349.99,5,1,,,winery-image,2020-04-06T23:19:56+0000,750,0,96,91,,,,,,,,,,,
w1932,https://www.wine.com/list/wine/wine-spectator/7155-202/78,,https://www.wine.com/product/product/chateau-de-la-tour-clos-vougeot-grand-cru-2017/762394,,,,,,,,,,"Find, buy and ship wine and wine gifts easily at the #1 Online Wine Store. Find the right wine or wine gift from our large selection of wine, wine clubs, wine gift baskets and wine accessories. Get free shipping for a year with Wine.com StewardShip!",CriticalError:502,,,,,,,,,,,,,,,,,,,,,,,,,
w1933,https://www.wine.com/list/wine/wine-spectator/7155-202/78,Paul Hobbs  Winery Image,https://www.wine.com/product/product/paul-hobbs-nathan-coombs-estate-cabernet-sauvignon-2018/1163378,Cabernet Sauvignon,5,Coombsville,$369.99,"Coombsville, Napa Valley, California",1163378,C/I: Popular,In Stock,PIN543874_2018,Paul Hobbs and Jennie Murphy sampling freshly fermenting Pinot Noir during harvest,Wine:Product Detail:Paul Hobbs Nathan Coombs Estate Cabernet Sauvignon 2018,NY,PA,USD,369.99,5,1,,,winery-image,2021-08-27T23:48:46+0000,750,0,97,95,,,,,,98,,,,,
w1934,https://www.wine.com/list/wine/wine-spectator/7155-202/78,Vietti Art Labels Over the Years  ,https://www.wine.com/product/product/vietti-barolo-ravera-2018/949164,Nebbiolo,13,Barolo,$229.99,"Barolo, Piedmont, Italy",949164,C/I: Long Tail,In Stock - Last Call,WBO30290538_2018,Vietti Vietti Art Labels Over the Years   Winery Image,Wine:Product Detail:Vietti Barolo Ravera 2018,NY,PA,USD,229.99,5,1,,,winery-image,2023-02-24T01:28:01+0000,750,14,93,93,,,,96,,95,,,95,,
